Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT)
1970-01-01 00:00:20.600,0.6748012138420482,8.221075517578313,7.532580467542168,0.19574382305894047,-0.05125299410248572,0.04408281022689286,50.238650372,6.643259274,418.33500531,12.100000098999999,314.0999878,9.7333813671,15.555764772,-7.0875002383,7.3200003148,-23.484375953
1970-01-01 00:00:20.700,0.6313562236613095,9.161473433297619,6.201726257761904,0.07695847541796265,0.02953777660416868,0.05932210040863253,50.23865841,6.64324327,419.1055589,12.17000008,313.7999878,9.78717804,15.6274004,-7.140000247800001,6.1275002478,-23.833125686
1970-01-01 00:00:20.800,0.15118026527518072,9.482475016469879,6.060670189060241,0.03592867364590362,0.014421147112506026,0.09111559651120482,50.238666041,6.64322981,419.54904805,12.235000041,313.31998902,9.921217728,15.734569265000001,-7.554375267,6.0168753146,-23.139375686
1970-01-01 00:00:20.900,0.5236389630401687,4.807782497759036,8.553944547469879,-0.2788269364641205,0.11729371302710845,0.14629791846915663,50.238673672,6.64321635,419.9925372,12.300000001999999,312.83999024,10.055257416,15.841738130000001,-7.687500285900001,6.7781252382999995,-23.371875571
1970-01-01 00:00:21.000,0.11406268335813252,7.708269165216867,6.91036010646988,0.16356631325293977,-0.0633036471473012,0.08403565582325302,50.238681303,6.64320289,420.43602635,12.364999962999999,312.35999146,10.189297104000001,15.948906995000002,-7.177500295500001,7.608750390900001,-23.116876028
1970-01-01 00:00:21.100,0.941687430177759,6.159006566843374,9.635233694975904,-0.07814118083534523,0.06880030830315953,0.09426682171678571,50.238688933999995,6.6431894300000005,420.8795155,12.429999923999999,311.87999268,10.323336792000001,16.05607586,-7.3312502859999995,6.5437502861,-22.974375725
1970-01-01 00:00:21.200,0.8042162974130953,6.985521674119047,7.573169753654763,0.1330681073351807,-0.01367046739098795,0.04353574640379518,50.238696565,6.64317597,421.32300465000003,12.494999884999999,311.3999939,10.45737648,16.163244725000002,-7.3162502764,6.1725002288,-23.525625801
1970-01-01 00:00:21.300,0.3300509633284337,6.403009621506024,7.287049471614457,-0.04813273979518072,0.08831894614147712,0.0727313018149277,50.238704196,6.64316251,421.7664938,12.559999846,310.91999512,10.591416168,16.27041359,-7.2225003242,6.0093751906,-23.555625914
1970-01-01 00:00:21.400,0.3976337894098675,7.0655800061084335,8.029757821421686,0.06682429813263856,0.06897054341326507,0.07638166575493976,50.238711826999996,6.64314905,422.20998295,12.624999807,310.43999634,10.725455856,16.377582455000002,-7.241250276300001,5.9512502192,-23.585625838000002
1970-01-01 00:00:21.500,0.2608933474966506,6.928972933626506,8.083855772578314,0.012315116803979762,0.04014139129195357,0.08391877800357143,50.238719458,6.64313559,422.6534721,12.689999768,309.95999756,10.859495544000001,16.48475132,-7.153125285900001,6.275625228899999,-23.015625953
1970-01-01 00:00:21.600,0.16807442622590477,7.006843430654762,7.604735749071428,0.03454506811933735,0.02811737308910361,0.08937136972313253,50.238727088999994,6.64312213,423.09696125,12.754999729,309.47999878,10.993535232000001,16.591920185000003,-6.8287503242,5.1356251715,-22.942500685
1970-01-01 00:00:21.700,0.061853023481566266,7.018642528927711,7.756273338554217,0.01805955176364699,0.04478687975287952,0.09601709353831325,50.23873472,6.64310867,423.5404504,12.81999969,309.0,11.12757492,16.69908905,-7.3481253146,4.914375162000001,-23.120625876
1970-01-01 00:00:21.800,0.16820390015510844,7.398243651289156,8.824729879144579,0.05908935291745784,0.042696751591534944,0.09908604890614459,50.238743074,6.6430914780000005,423.9266115,12.91999969,308.43999939,11.220475768,16.71382122,-7.111875295500001,5.2875002381,-23.064375685
1970-01-01 00:00:21.900,-0.0010955094912650607,7.246101195493975,8.89867318966265,0.049845863354022614,0.044991809351678576,0.09931358322392857,50.238751428,6.643074286,424.3127726,13.019999689999999,307.87999878,11.313376616000001,16.728553390000002,-7.0837502478,5.1862502096,-23.049375533
1970-01-01 00:00:22.000,-0.37819060337511906,7.256362846880953,8.205373417714286,0.08508348005846868,0.07410754808709638,0.09730502469518072,50.238759781999995,6.6430570939999996,424.6989337,13.11999969,307.31999817,11.406277464,16.74328556,-6.9187502382999995,4.7456252096,-22.567500495
1970-01-01 00:00:22.100,-0.3981202835238193,7.207938561939758,8.330547166144578,0.05737456482623976,0.06586478932254218,0.11430571335903615,50.238768136,6.643039902,425.0850948,13.21999969,306.75999756,11.499178312,16.758017730000002,-6.695625209499999,4.9012502192,-22.650000571
1970-01-01 00:00:22.200,-0.18642755324538554,7.201873618373495,8.777161747674699,0.05988418963786627,0.04026808183549398,0.10414945765108433,50.23877649,6.64302271,425.47125589999996,13.31999969,306.19999695,11.59207916,16.7727499,-6.6581253051000004,4.5768752096,-22.496250531999998
1970-01-01 00:00:22.300,-0.2257469587269157,6.8800894438433735,7.946318953831325,0.0371871662709759,0.030796269265909636,0.09734182257108433,50.238784844,6.643005518,425.857417,13.41999969,305.63999634000004,11.684980008,16.78748207,-6.7706253051,3.8737501383,-22.524375724000002
1970-01-01 00:00:22.400,-0.26331139342551807,6.809310148987952,7.421141182048193,0.03898150872633214,0.062495492469375004,0.08352609098452381,50.238793198,6.642988325999999,426.2435781,13.519999689999999,305.07999573,11.777880856,16.80221424,-6.1837502956,3.7350001334,-22.507500839
1970-01-01 00:00:22.500,-0.18758376445107144,7.0428889081547625,7.94381156425,-0.015963904313301202,0.1436263817473494,0.08466122227493976,50.238801552,6.642971134,426.62973919999996,13.61999969,304.51999512000003,11.870781703999999,16.81694641,-6.2793753146,3.0637501,-22.661250687
1970-01-01 00:00:22.600,-0.6603685980986747,7.191729350289157,8.67284332986747,0.04219169839744217,0.09918908361481928,0.10162511315144578,50.238809906,6.642953942,427.0159003,13.71999969,303.95999451,11.963682552,16.831678580000002,-5.8706251619,3.1275001048,-22.455000684
1970-01-01 00:00:22.700,-1.122269851979518,6.784077431746987,8.734876529373494,0.06691997296537831,-0.02704287063477711,0.13636981075903615,50.23881826,6.64293675,427.4020614,13.81999969,303.3999939,12.0565834,16.84641075,-5.578125142999999,2.9737500906000003,-21.746250916
1970-01-01 00:00:22.800,-1.1465224107156626,6.813140851843374,7.545358991012048,-0.009646296228944048,-0.01815816207500595,0.14790502908690475,50.238824547,6.642912688999999,427.48277852999996,13.864999767,302.5499939,12.175267691999998,16.867719077,-5.733750200099999,2.3981251241,-22.016250798999998
1970-01-01 00:00:22.900,-1.092017310734524,6.775900454690476,7.434161674428571,0.005025691250084339,0.07077364623927711,0.13879848030361447,50.238830834000005,6.642888628,427.56349566,13.909999844,301.69999390000004,12.293951984,16.889027404,-5.8068751811,2.9381251096,-21.395625877
1970-01-01 00:00:23.000,-0.8611278563859277,6.663203836891567,8.112112033795182,0.05741136294555421,0.08239446378301206,0.11571139770674697,50.238837121,6.642864567,427.64421279,13.954999920999999,300.8499939,12.412636275999999,16.910335731,-5.559375143,3.1612501145,-21.562500762
1970-01-01 00:00:23.100,-1.0022179071192772,6.564820611313253,8.028103771,0.021577443331226506,0.06311965714074698,0.11700668858542168,50.238843408,6.642840506,427.72492991999997,13.999999998,299.99999390000005,12.531320568,16.931644058,-5.3906251906,2.6268750667,-22.306875799
1970-01-01 00:00:23.200,-1.3036378830120483,6.926706227975903,8.355459155783132,0.02479359094049036,0.08026017823771084,0.1159910628739759,50.238849695,6.642816444999999,427.80564704999995,14.045000075,299.1499939,12.65000486,16.952952385,-5.4112502096999995,2.3775000692000003,-21.765000723
1970-01-01 00:00:23.300,-1.5019899046204819,6.661005600373493,8.109679584024096,0.03188404530031905,0.09347417462595238,0.12304209048761905,50.238855982000004,6.642792384,427.88636418,14.090000152,298.2999939,12.768689151999999,16.974260712,-5.5950002192,1.9593750833,-20.988750649000004
1970-01-01 00:00:23.400,-1.821995581845238,6.608075300785714,7.966130319107143,0.03669407325659759,0.07882505493783133,0.1498746877518072,50.238862269,6.642768323,427.96708130999997,14.135000229,297.44999390000004,12.887373444,16.995569039,-5.1150001048,1.8712500811,-21.159375573
1970-01-01 00:00:23.500,-1.8867190400843374,6.413319616421687,8.142941233578313,-0.0032244273331168663,0.06271487835334458,0.1515305974180723,50.238868556,6.642744262,428.04779843999995,14.180000306,296.5999939,13.006057735999999,17.016877366,-4.5562502383000005,1.42875006205,-21.954375648000003
1970-01-01 00:00:23.600,-1.961181221972289,6.45588593880723,7.355208862228915,0.02201166022839518,0.06088233657266265,0.13818763394578312,50.238874843000005,6.6427202009999995,428.12851557,14.225000383000001,295.74999390000005,13.124742028,17.038185693,-4.9331251620000005,0.87000002864,-21.928125953
1970-01-01 00:00:23.700,-1.8001125505361446,6.660364168168675,8.773093189048193,0.009428136597844047,0.09646296316761906,0.12889604351047618,50.23888113,6.64269614,428.2092327,14.27000046,294.8999939,13.24342632,17.05949402,-4.9106251239,1.1925000370799999,-21.307500838000003
1970-01-01 00:00:23.800,-1.8294339819047618,7.029870799630952,9.771465199357143,0.052634978659586745,0.10479710291674699,0.12069385085722892,50.238892342,6.642665407,428.28735786,14.548000338,294.30999451,13.144756505,16.94296055,-4.8262502668,0.87937503758,-20.979375647
1970-01-01 00:00:23.900,-1.771813095361446,6.787652251265061,9.543311808385543,0.055188761864131325,0.13878376181024096,0.10678419623060241,50.238903554000004,6.642634674,428.36548302,14.826000216,293.71999512,13.04608669,16.82642708,-4.5206251143000005,0.31312500983999997,-21.346875762000003
1970-01-01 00:00:24.000,-2.07115016786747,6.701744860903614,8.357801540759036,0.05762479157022771,0.13686290334506024,0.1232108363386747,50.238914766,6.642603941,428.44360817999996,15.104000094,293.12999573,12.947416875,16.709893609999998,-3.9243751764000003,0.20250001324000003,-20.450625992
1970-01-01 00:00:24.100,-2.7261709434698798,6.051704309012048,8.012554019301204,0.06249185620176905,0.04042499889164762,0.16850657885714287,50.238925978000005,6.642573208,428.52173333999997,15.381999972,292.53999634,12.848747059999999,16.593360139999998,-3.7912502049,-0.29062500894,-20.705625916
1970-01-01 00:00:24.200,-2.7411136555833333,6.129101242309524,7.805102569904761,-0.004365166621328913,0.053250425529068675,0.16753774055783133,50.23893719,6.642542475,428.5998585,15.659999849999998,291.94999695,12.750077245,16.47682667,-4.0950001953,-0.6168750271200001,-20.54437599
1970-01-01 00:00:24.300,-2.545905631053012,6.505695590072289,8.629080640168674,-0.022440357394314457,0.10423777309403011,0.15834559249277108,50.238948402,6.642511742,428.67798366,15.937999728,291.35999756,12.65140743,16.3602932,-3.3768751382,-0.781875018839,-20.506875608999998
